load_carrier_id,origin_site,site_type,carrier_status,dispatch_timestamp,arrived_timestamp,carrier_comments,item_id,item_category,incoming_quality,assessed_grade,quality_note,weight_kg,routed_destination
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-261870569,Expiring Beauty,A,,,1.67,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-320700078,Zalando SE,B,,,2.02,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-681827628,Zalando SE,A,,,2.6,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-902987492,Zalando SE,B,,,2.67,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-465607941,Zalando SE,A,,,0.82,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-299316078,Zalando SE,A,,,3.12,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-909478043,Expiring Beauty,A,,,0.57,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-672425368,Zalando SE,A,,,0.3,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-818557941,Expiring Beauty,B,,,0.12,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-141722195,Expiring Beauty,A,,,1.12,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-398911400,Zalando SE,A,,,2.8,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-229702886,Zalando SE,A,,,2.87,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-093622046,Expiring Beauty,B,,,3.17,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-587581023,Zalando SE,A,,,0.84,Pending Assessment
LPN-LAH-64453-LUU,Lahr,FC,Dispatched,2026-02-13 23:58:33,,ok,ITEM-142636853,Zalando SE,A,,,3.43,Pending Assessment
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-417498287,Customer Return,C,C,,2.99,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-311630400,Customer Return,A,C,,2.77,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-848157823,Customer Return,C,,,0.61,Pending Assessment
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-305535460,Customer Return,A,A,MINOR SCUFFS,1.59,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-316909910,Customer Return,A,A, original packaging,3.08,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-389137298,ZFS Defect,B,B,Mint condition,2.53,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-548372881,Customer Return,B,C,,1.41,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-591099371,Customer Return,A,C,,2.53,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-057352345,Customer Return,B,B,Mint condition,0.41,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-994656034,Customer Return,A,A,Mint condition,2.87,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-077216260,Customer Return,C,D,,0.38,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-038930056,Customer Return,A,A,perfect,3.02,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-981552983,ZFS Defect,A,A,perfect,0.6,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-617869144,ZFS Defect,C,C,,0.31,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-659463367,Customer Return,A,,,3.16,Pending Assessment
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-485398277,Customer Return,B,D,,0.8,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-569057101,Customer Return,A,A,Mint condition,0.36,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-784892304,Customer Return,C,D,,1.31,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-240726642,Customer Return,A,B,Mint condition,1.13,Outlet Stores
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-306056297,Customer Return,A,B,MINOR SCUFFS,1.98,Overstock Partners
LPN-SZC-15627-LUU,Szczecin,RC,Arrived,2026-02-18 05:43:04,2026-02-21 14:16:04, standard handling,ITEM-809193074,Customer Return,A,A,perfect,1.1,Outlet Stores
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-581720745,Customer Return,C,,,1.57,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-763753732,Customer Return,D,,,0.77,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-394326312,Customer Return,C,,,3.34,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-038113505,Customer Return,C,,,-2.9,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-793783789,Customer Return,C,,,1.65,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-127610489,Customer Return,A,,,3.25,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-242228205,ZFS Defect,B,,,2.49,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-223364947,Customer Return,B,,,1.73,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-450829475,Customer Return,A,,,0.45,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-643743887,Customer Return,A,,,1.33,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-596701629,ZFS Defect,B,,,1.04,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-442675633,Customer Return,C,,,0.83,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-569555968,ZFS Defect,B,,,0.41,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-974311132,ZFS Defect,A,,,1.22,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-790174897,ZFS Defect,A,,,1.54,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-173237820,ZFS Defect,A,,,1.94,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-076731121,Customer Return,A,,,0.69,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-773769331,Customer Return,C,,,1.63,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-202559374,Customer Return,A,,,2.37,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-688891372,ZFS Defect,D,,,3.05,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-335894426,Customer Return,A,,,0.66,Pending Assessment
LPN-SZC-69942-LUU,Szczecin,RC,Delayed,2026-02-22 02:11:39,,  missing paperwork,ITEM-500349835,Customer Return,B,,,0.51,Pending Assessment
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-897454630,Zalando SE,A,A, original packaging,3.0,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-462253338,Expiring Beauty,A,A,Mint condition,3.17,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-292553393,Zalando SE,A,A, original packaging,1.74,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-688687904,Zalando SE,B,B, original packaging,2.88,Overstock Partners
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-411125037,Zalando SE,A,A,MINOR SCUFFS,2.54,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-801865689,Zalando SE,A,A, original packaging,2.32,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-894052244,Expiring Beauty,A,C,system_error_note_added,2.96,Overstock Partners
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-106429575,Zalando SE,A,A, original packaging,2.16,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-649952091,Zalando SE,B,C,system_error_note_added,1.13,Overstock Partners
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-563259517,Zalando SE,B,B,Mint condition,2.44,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-742687998,Zalando SE,A,A,MINOR SCUFFS,0.62,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-484378545,Zalando SE,A,A,MINOR SCUFFS,2.45,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-681997931,Zalando SE,A,A,Mint condition,0.81,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-268176857,Zalando SE,B,B,perfect,1.94,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-566495434,Zalando SE,B,B,perfect,2.44,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-942603524,Zalando SE,A,A, original packaging,2.27,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-304109661,Zalando SE,A,,,2.87,Pending Assessment
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-165543246,Zalando SE,A,A,perfect,0.61,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-323262693,Zalando SE,A,A,perfect,3.34,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-534159316,Zalando SE,A,A, original packaging,2.5,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-891846158,Expiring Beauty,B,B,MINOR SCUFFS,1.98,Overstock Partners
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-595394017,Expiring Beauty,A,B,perfect,2.95,Outlet Stores
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-736515767,Zalando SE,A,,,2.02,Pending Assessment
LPN-VER-52447-LUU,Verona,FC,Arrived,2026-02-18 21:36:21,2026-02-21 11:27:21,ALL_GOOD,ITEM-191703824,Expiring Beauty,A,A,Mint condition,0.51,Outlet Stores
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-683538503,Zalando SE,A,,,2.36,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-262663525,Zalando SE,B,,,1.61,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-325850586,Zalando SE,A,,,2.12,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-262051046,Zalando SE,B,,,2.36,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-873659895,Zalando SE,A,,,-2.16,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-421564006,Zalando SE,A,,,1.5,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-717305820,Zalando SE,A,,,1.75,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-999561380,Expiring Beauty,B,,,-1.24,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-936108519,Zalando SE,A,,,3.23,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-658067198,Zalando SE,B,,,0.79,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-267964590,Zalando SE,B,,,1.09,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-827778747,Expiring Beauty,A,,,0.19,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-793768857,Zalando SE,A,,,1.07,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-303431477,Zalando SE,B,,,2.08,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-167012012,Zalando SE,A,,,-2.46,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-791306478,Zalando SE,A,,,1.77,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-772125696,Zalando SE,B,,,3.01,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-781966871,Zalando SE,A,,,2.65,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-683900151,Expiring Beauty,B,,,1.01,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-067929826,Zalando SE,A,,,1.72,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-348331152,Expiring Beauty,A,,,3.44,Pending Assessment
LPN-ERF-59061-LUU,Erfurt,FC,In Transit,2026-02-09 02:43:35,,ok,ITEM-351322035,Zalando SE,A,,,0.47,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-624646994,ZFS Defect,B,,,0.59,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-662654806,ZFS Defect,C,,,3.25,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-917975938,ZFS Defect,C,,,0.17,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-642463896,Customer Return,A,,,1.16,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-317274209,Customer Return,A,,,-0.68,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-348883334,ZFS Defect,B,,,0.92,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-887040076,Customer Return,A,,,-0.76,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-393482942,Customer Return,B,,,1.95,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-811487308,Customer Return,C,,,1.07,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-462828839,Customer Return,C,,,2.51,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-617606840,Customer Return,B,,,1.87,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-641434941,ZFS Defect,D,,,1.08,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-903275826,Customer Return,A,,,0.91,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-090977829,Customer Return,C,,,0.48,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-581219053,Customer Return,A,,,-0.87,Pending Assessment
LPN-SZC-42225-LUU,Szczecin,RC,Delayed,2026-02-10 11:41:58,,  missing paperwork,ITEM-039432793,Customer Return,D,,,1.37,Pending Assessment
